transaction_id,customer_id,timestamp,amount,merchant_name,merchant_category,location,payment_method,is_fraud,hour
TXN_00008076,CUST_000437,32:35.7,64.41,Howard-Moran - Gas Station,Gas Station,"North Natasha, Delaware",Debit Card,0,6
TXN_00003996,CUST_000219,35:33.6,66.66,"Brown, Brewer and Lopez - Gas Station",Gas Station,"Donaldtown, Michigan",Online Banking,0,6
TXN_00004956,CUST_000868,37:34.2,286.99,Taylor-Harper - Department Store,Department Store,"Josephburgh, Georgia",Mobile App,0,6
TXN_00009664,CUST_000369,38:36.6,75.15,Roberts PLC - Gas Station,Gas Station,"North Meganmouth, Tennessee",Debit Card,0,6
TXN_00006758,CUST_000206,39:35.0,199.95,"Zamora, Valenzuela and Powell - Airlines",Airlines,"Simmonsland, Texas",Online Banking,0,6
TXN_00002824,CUST_000474,47:33.0,174.25,Griffin-Austin - Hotel,Hotel,"Williamchester, Connecticut",Mobile App,0,6
TXN_00004982,CUST_000412,59:34.2,282.04,Shaw-Soto - ATM,ATM,"Nicolefurt, Vermont",Mobile App,0,6
TXN_00002417,CUST_000508,06:32.8,73.29,Mendoza Group - Department Store,Department Store,"Janicestad, Hawaii",Credit Card,0,7
TXN_00006705,CUST_000438,07:34.9,163.61,Thornton-Harper - Online Shopping,Online Shopping,"Andrewstad, Vermont",Debit Card,0,7
TXN_00000655,CUST_000898,12:31.8,173.32,Sawyer-Walker - Hotel,Hotel,"New Amychester, Maine",Debit Card,0,7
TXN_00002201,CUST_000438,12:32.7,4435.36,Briggs Ltd - Online Shopping,Online Shopping,"Brownland, Pennsylvania",Online Banking,1,7
TXN_00002031,CUST_000900,16:32.6,33.79,King-Knapp - Gas Station,Gas Station,"Davisstad, Georgia",Debit Card,0,7
TXN_00002777,CUST_000667,16:33.0,99.77,"Brown, Mays and White - Online Shopping",Online Shopping,"New Janice, Ohio",Mobile App,0,7
TXN_00000621,CUST_000593,17:31.8,115.94,"Hunt, Schwartz and Huang - Department Store",Department Store,"Barryhaven, Wyoming",Credit Card,0,7
TXN_00001243,CUST_000730,18:32.1,187.96,Foster LLC - ATM,ATM,"Andrewport, Oregon",Mobile App,0,7
TXN_00008092,CUST_000697,18:35.8,14.37,Jones-Reeves - Airlines,Airlines,"Smithstad, Arizona",Debit Card,0,7
TXN_00005603,CUST_000797,19:34.4,486.5,Carter and Sons - Online Shopping,Online Shopping,"Port Brenda, Hawaii",Online Banking,0,7
TXN_00000403,CUST_000346,20:31.7,269.3,"Walker, Williams and Campbell - Hotel",Hotel,"Stevenmouth, Tennessee",Credit Card,0,7
TXN_00004596,CUST_000708,23:33.9,69.66,Davidson and Sons - Gas Station,Gas Station,"Mosleymouth, North Carolina",Mobile App,0,7
TXN_00000673,CUST_000257,25:31.9,57.37,"Rosario, Rice and Bass - Department Store",Department Store,"West Daniel, Nebraska",Debit Card,0,7
TXN_00000675,CUST_000369,29:31.9,135.29,Galloway Ltd - ATM,ATM,"West Andrew, Utah",Online Banking,0,7
TXN_00004299,CUST_000258,35:33.7,30.44,Allen-Shaffer - Department Store,Department Store,"Lake Paulmouth, Wyoming",Mobile App,0,7
TXN_00004267,CUST_000777,40:33.7,38.77,Tucker-Webb - Restaurant,Restaurant,"Randyport, Nebraska",Credit Card,0,7
TXN_00007057,CUST_000694,41:35.1,209.65,Davis Ltd - Airlines,Airlines,"Port Edwardville, Illinois",Credit Card,0,7
TXN_00005578,CUST_000253,43:34.4,296.3,Solis-Villegas - Hotel,Hotel,"Ryanside, California",Mobile App,0,7
TXN_00001918,CUST_000215,47:32.6,228.46,Smith-Jackson - Pharmacy,Pharmacy,"Shellytown, Virginia",Debit Card,0,7
TXN_00009154,CUST_000109,47:36.4,63.92,Collins-Wagner - Gas Station,Gas Station,"Lake Jessicachester, South Carolina",Mobile App,0,7
TXN_00002008,CUST_000163,48:32.6,91.56,Brown PLC - Hotel,Hotel,"Smithbury, Vermont",Debit Card,0,7
TXN_00001930,CUST_000425,52:32.6,427.75,"Higgins, King and Chung - Online Shopping",Online Shopping,"Port Brandonstad, Louisiana",Mobile App,0,7
TXN_00002952,CUST_000001,52:33.1,203.06,"Lee, Branch and Gamble - Airlines",Airlines,"Jacksonfurt, Arizona",Credit Card,0,7
TXN_00000355,CUST_000460,56:31.7,35.99,Ellis Inc - Department Store,Department Store,"Rachelshire, Virginia",Credit Card,0,7
TXN_00001786,CUST_000515,03:32.5,260.05,Bowman-Thompson - Online Shopping,Online Shopping,"Shelbyburgh, Georgia",Mobile App,0,8
TXN_00003034,CUST_000826,21:33.1,71.96,Whitaker and Sons - Gas Station,Gas Station,"Smithview, Washington",Online Banking,0,8
TXN_00002322,CUST_000248,23:32.8,37.13,"Smith, Williams and Lindsey - Pharmacy",Pharmacy,"Jasonchester, Maryland",Online Banking,0,8
TXN_00008628,CUST_000330,27:36.1,126.94,"Buck, Clark and Terry - Hotel",Hotel,"New Anthony, Utah",Credit Card,0,8
TXN_00004539,CUST_000180,32:33.8,128.49,Smith-Davis - Restaurant,Restaurant,"Roberttown, Illinois",Online Banking,0,8
TXN_00005616,CUST_000326,32:34.4,388.77,Martinez PLC - Online Shopping,Online Shopping,"Port Kristinamouth, Kansas",Credit Card,0,8
TXN_00006953,CUST_000393,37:35.0,263.33,"House, Lee and Hodge - Department Store",Department Store,"Amandaborough, Washington",Debit Card,0,8
TXN_00005527,CUST_000119,44:34.4,4902.38,Henderson Ltd - Restaurant,Restaurant,"Robertsville, Oklahoma",Credit Card,1,8
TXN_00006657,CUST_000082,56:34.9,168.61,Lopez LLC - Pharmacy,Pharmacy,"West William, Rhode Island",Debit Card,0,8
TXN_00008089,CUST_000511,03:35.8,139.56,Brown Group - Pharmacy,Pharmacy,"East Rita, Alaska",Online Banking,0,9
TXN_00002208,CUST_000715,05:32.7,131.59,Zimmerman Ltd - Department Store,Department Store,"Floydfurt, Wisconsin",Online Banking,0,9
TXN_00001825,CUST_000695,09:32.5,229.42,"Scott, Wilkinson and Williams - Hotel",Hotel,"South Miranda, Virginia",Debit Card,0,9
TXN_00008311,CUST_000408,10:35.9,105.98,"Chandler, Bell and Lopez - Grocery",Grocery,"South Tamaratown, Idaho",Mobile App,0,9
TXN_00007144,CUST_000938,12:35.2,55.45,"Blackwell, Ball and Scott - ATM",ATM,"Port Timothy, Washington",Mobile App,0,9
TXN_00006280,CUST_000688,15:34.7,406.66,Oconnor-Lee - Online Shopping,Online Shopping,"Robinsonview, Maryland",Mobile App,0,9
TXN_00002688,CUST_000954,16:32.9,61.29,Willis-Blackwell - Airlines,Airlines,"Richardsonshire, Pennsylvania",Debit Card,0,9
TXN_00003475,CUST_000480,19:33.3,268.18,Smith Inc - ATM,ATM,"Thomasshire, Virginia",Online Banking,0,9
TXN_00006250,CUST_000864,19:34.7,430.86,Davenport LLC - Online Shopping,Online Shopping,"Stephenside, Utah",Mobile App,0,9
TXN_00007346,CUST_000116,23:35.3,41.52,Smith-Schmidt - Gas Station,Gas Station,"Reyesberg, Texas",Mobile App,0,9
TXN_00002734,CUST_000391,26:32.9,159.16,"Jackson, Gilbert and Gillespie - Grocery",Grocery,"Powersfurt, New Jersey",Debit Card,0,9
TXN_00001688,CUST_000774,54:32.4,199.08,"Jones, Whitehead and Hernandez - Hotel",Hotel,"North Felicia, Alabama",Online Banking,0,9
TXN_00006865,CUST_000349,05:35.0,212.8,King-Johnson - Pharmacy,Pharmacy,"Langbury, Florida",Debit Card,0,10
TXN_00000460,CUST_000492,06:31.7,88.43,"Green, Clark and Fields - Airlines",Airlines,"Mathisport, Michigan",Credit Card,0,10
TXN_00007119,CUST_000663,06:35.1,24.15,Ware PLC - Grocery,Grocery,"North Rachaeltown, Nevada",Mobile App,0,10
TXN_00005846,CUST_000958,08:34.6,247.46,"Williams, Mason and Gilbert - Department Store",Department Store,"Ryanfurt, Mississippi",Online Banking,0,10
TXN_00001849,CUST_000810,10:32.5,222.99,White-Velez - Pharmacy,Pharmacy,"Lake Lauren, Wyoming",Credit Card,0,10
TXN_00009155,CUST_000865,16:36.4,35.57,Ross-Stephens - ATM,ATM,"Oliverside, Nevada",Online Banking,0,10
TXN_00004090,CUST_000711,20:33.6,64.31,"Gonzalez, Cameron and Cole - Restaurant",Restaurant,"Acostatown, Montana",Online Banking,0,10
TXN_00004171,CUST_000801,26:33.6,268.21,"Thompson, Hall and Baker - Hotel",Hotel,"Hendersonport, Nebraska",Mobile App,0,10
TXN_00003735,CUST_000824,36:33.4,28.64,Foster LLC - Online Shopping,Online Shopping,"Tiffanyshire, Iowa",Mobile App,0,10
TXN_00008634,CUST_000659,52:36.1,46.83,"Russell, Ford and Vargas - Online Shopping",Online Shopping,"Port Sara, Alabama",Credit Card,0,10
TXN_00005131,CUST_000733,57:34.2,137.01,"Ramsey, Powell and Martinez - Department Store",Department Store,"New Maryfort, Maryland",Online Banking,0,10
TXN_00007773,CUST_000501,57:35.6,19.35,Blair-Johnson - Airlines,Airlines,"New Frederickberg, Texas",Credit Card,0,10
TXN_00005777,CUST_000658,58:34.5,228.35,Smith-Benitez - Hotel,Hotel,"Walkerfurt, Delaware",Debit Card,0,10
TXN_00007958,CUST_000089,58:35.7,85.28,"Wood, Walton and Martinez - Airlines",Airlines,"Christophermouth, Iowa",Credit Card,0,10
TXN_00009927,CUST_000242,00:36.7,27.24,"Irwin, Hodge and Collins - Airlines",Airlines,"Lake Sandra, Wisconsin",Credit Card,0,11
TXN_00008529,CUST_000419,02:36.1,53,Walker PLC - Gas Station,Gas Station,"Jefferyside, Ohio",Credit Card,0,11
TXN_00002832,CUST_000992,03:33.0,206.31,"Wright, Alexander and Fuller - ATM",ATM,"Lindseyland, New Jersey",Mobile App,0,11
TXN_00007853,CUST_000450,04:35.6,248.27,"Johnson, Mason and Sanchez - Hotel",Hotel,"East Kathrynport, Illinois",Debit Card,0,11
TXN_00008957,CUST_000997,19:36.3,206.81,"Eaton, Blackburn and Paul - Department Store",Department Store,"South Melissafurt, West Virginia",Online Banking,0,11
TXN_00009670,CUST_000911,32:36.6,45.13,Campbell-Perez - Gas Station,Gas Station,"Kirbyfurt, Texas",Debit Card,0,11
TXN_00000088,CUST_000356,46:31.6,197.79,Blake-Perez - Pharmacy,Pharmacy,"Garciaview, Wyoming",Credit Card,0,11
TXN_00009954,CUST_000707,46:36.7,81.43,Simpson Ltd - Grocery,Grocery,"Chapmanton, Nebraska",Credit Card,0,11
TXN_00004531,CUST_000070,48:33.8,76.64,Evans-Nelson - Restaurant,Restaurant,"Port Paul, Colorado",Online Banking,0,11
TXN_00004186,CUST_000492,53:33.6,139.52,Pruitt-Walsh - Airlines,Airlines,"Robertshire, Kentucky",Mobile App,0,11
TXN_00008608,CUST_000009,01:36.1,87.88,"Saunders, Silva and Elliott - Hotel",Hotel,"New Laurie, Iowa",Debit Card,0,12
TXN_00002827,CUST_000665,06:33.0,469.59,Walker Group - Online Shopping,Online Shopping,"Barbarafort, North Carolina",Online Banking,0,12
TXN_00002504,CUST_000653,29:32.9,186.06,Williams-Gilmore - Grocery,Grocery,"New Heather, California",Credit Card,0,12
TXN_00000208,CUST_000318,47:31.6,204.33,"Walsh, White and Gallagher - Pharmacy",Pharmacy,"South Douglasport, Texas",Credit Card,0,12
TXN_00009748,CUST_000240,55:36.6,23.84,"Peters, Allen and Conrad - Restaurant",Restaurant,"Josephburgh, Arizona",Mobile App,0,12
TXN_00000351,CUST_000365,01:31.7,104.19,Evans-Turner - Restaurant,Restaurant,"South Gregoryport, Oklahoma",Credit Card,0,13
TXN_00004345,CUST_000742,03:33.7,32.03,"Calderon, Stewart and Barajas - Restaurant",Restaurant,"Port Johnmouth, North Dakota",Credit Card,0,13
TXN_00001305,CUST_000023,07:32.2,297.19,Gay and Sons - Department Store,Department Store,"Finleyburgh, Missouri",Mobile App,0,13
TXN_00001021,CUST_000260,09:32.0,208.72,"Cross, Davis and Macdonald - Pharmacy",Pharmacy,"Wadeland, Oklahoma",Debit Card,0,13
TXN_00009186,CUST_000810,12:36.4,16.12,"Buck, Stout and Villegas - Restaurant",Restaurant,"Glendaburgh, New Mexico",Mobile App,0,13
TXN_00001213,CUST_000066,16:32.1,175.16,Lee-Snyder - Hotel,Hotel,"West Cassandraberg, Maryland",Mobile App,0,13
TXN_00001473,CUST_000248,16:32.3,242.39,"Smith, Sanchez and Taylor - Department Store",Department Store,"West Deborahbury, Connecticut",Mobile App,0,13
TXN_00008809,CUST_000374,17:36.2,148.28,Vargas and Sons - Online Shopping,Online Shopping,"Baileyburgh, Rhode Island",Mobile App,0,13
TXN_00003710,CUST_000025,30:33.4,217.41,"Roberts, Hernandez and Nguyen - Department Store",Department Store,"Richardsonberg, Indiana",Credit Card,0,13
TXN_00008456,CUST_000320,33:36.0,283.79,Figueroa-Foster - Department Store,Department Store,"Ballfort, Florida",Debit Card,0,13
TXN_00009848,CUST_000450,35:36.7,47.48,"Dougherty, Garcia and Wong - Gas Station",Gas Station,"Huntton, Wisconsin",Online Banking,0,13
TXN_00004551,CUST_000175,36:33.8,16.57,Cole PLC - Hotel,Hotel,"Paulview, Wisconsin",Debit Card,0,13
TXN_00007901,CUST_000715,38:35.7,254.27,Jones Ltd - Airlines,Airlines,"Port Cristian, Oklahoma",Online Banking,0,13
TXN_00003512,CUST_000071,48:33.3,183.26,Matthews-Jones - ATM,ATM,"Timothychester, Delaware",Mobile App,0,13
TXN_00008524,CUST_000328,56:36.1,123.52,"Barker, Robinson and Barton - Restaurant",Restaurant,"Santosside, Massachusetts",Online Banking,0,13
TXN_00009744,CUST_000103,06:36.6,146.56,Leblanc-Hutchinson - Hotel,Hotel,"Lake Juan, New York",Credit Card,0,14
TXN_00005496,CUST_000508,07:34.4,22.61,"Davis, Stephens and Morris - ATM",ATM,"West Cynthia, Iowa",Credit Card,0,14
TXN_00000834,CUST_000721,21:31.9,85.87,"Lee, Jones and Johnson - ATM",ATM,"Port Keithbury, Michigan",Mobile App,0,14
TXN_00001760,CUST_000865,21:32.5,86.78,"Stone, Smith and Cain - Restaurant",Restaurant,"Oconnormouth, Oregon",Mobile App,0,14
TXN_00006224,CUST_000639,30:34.7,149.84,Campbell-York - Hotel,Hotel,"Frostfort, Utah",Credit Card,0,14
TXN_00007002,CUST_000524,31:35.1,85.13,"Mcgrath, Williams and Hurley - Restaurant",Restaurant,"Port Jason, Maryland",Credit Card,0,14
TXN_00005316,CUST_000944,46:34.3,184.46,Wise-Casey - Hotel,Hotel,"East Patriciatown, Maryland",Debit Card,0,14
TXN_00001504,CUST_000082,57:32.3,145.36,Gray Ltd - Grocery,Grocery,"Rodriguezview, Mississippi",Mobile App,0,14
TXN_00005621,CUST_000929,04:34.4,78.89,Barrett Ltd - ATM,ATM,"Port Stephanietown, Tennessee",Mobile App,0,15
TXN_00003156,CUST_000253,08:33.1,68.52,"George, Martin and Henry - Gas Station",Gas Station,"Erikastad, South Dakota",Mobile App,0,15
TXN_00008461,CUST_000047,12:36.0,39.56,"Leach, Hawkins and Brown - Department Store",Department Store,"Sloanchester, California",Online Banking,0,15
TXN_00007320,CUST_000748,14:35.3,435.26,"Montoya, Price and Bush - Online Shopping",Online Shopping,"East Barbara, Arizona",Online Banking,0,15
TXN_00009877,CUST_000882,34:36.7,63.41,"Smith, Leonard and Barber - Online Shopping",Online Shopping,"Craigview, Ohio",Online Banking,0,15
TXN_00000005,CUST_000081,35:31.6,214.33,Schultz-Pierce - Pharmacy,Pharmacy,"Johnchester, Rhode Island",Credit Card,0,15
TXN_00001191,CUST_000875,38:32.1,22.19,"George, Ryan and Dixon - Restaurant",Restaurant,"Livingstonfurt, Nevada",Online Banking,0,15
TXN_00005670,CUST_000429,53:34.5,153.3,Goodwin Inc - Grocery,Grocery,"West Catherineland, Alabama",Mobile App,0,15
TXN_00008098,CUST_000654,54:35.8,42.42,Garcia Ltd - Department Store,Department Store,"Brockmouth, Virginia",Mobile App,0,15
TXN_00003150,CUST_000296,56:33.1,30.51,Patterson and Sons - Gas Station,Gas Station,"Adamport, New Jersey",Credit Card,0,15
TXN_00001976,CUST_000292,10:32.6,53.43,Gomez Group - ATM,ATM,"Johnsonland, New Mexico",Debit Card,0,16
TXN_00008660,CUST_000860,10:36.1,53.43,Johnston PLC - Gas Station,Gas Station,"Amystad, Delaware",Mobile App,0,16
TXN_00000280,CUST_000286,14:31.7,217.37,"Shaffer, Lindsey and Shepard - ATM",ATM,"Port Jill, South Carolina",Mobile App,0,16
TXN_00000931,CUST_000729,17:32.0,108.54,Peters-Turner - Restaurant,Restaurant,"East Shelly, New Mexico",Debit Card,0,16
TXN_00009858,CUST_000781,21:36.7,63.7,Kennedy-Nguyen - Grocery,Grocery,"South Morgan, Kentucky",Online Banking,0,16
TXN_00001400,CUST_000106,22:32.2,130.43,Lynch Ltd - Airlines,Airlines,"Stefaniechester, Minnesota",Credit Card,0,16
TXN_00004161,CUST_000310,31:33.6,180.13,Castillo-Smith - Airlines,Airlines,"North Rhondaport, Illinois",Mobile App,0,16
TXN_00001321,CUST_000090,34:32.2,42.45,"Moreno, Stokes and Miller - Grocery",Grocery,"South Benjaminchester, North Dakota",Online Banking,0,16
TXN_00001719,CUST_000879,34:32.4,375.29,"Oneill, Jones and Potter - Online Shopping",Online Shopping,"Kennethfurt, California",Online Banking,0,16
TXN_00000267,CUST_000783,36:31.7,34.83,Gibson-Harris - Gas Station,Gas Station,"South Catherine, Oklahoma",Online Banking,0,16
TXN_00003612,CUST_000417,36:33.4,299.52,Riggs PLC - Pharmacy,Pharmacy,"Johnport, Wisconsin",Debit Card,0,16
TXN_00004822,CUST_000493,40:34.1,85.81,Henderson Group - Hotel,Hotel,"Drakeburgh, Idaho",Debit Card,0,16
TXN_00005464,CUST_000061,40:34.4,65.72,Kennedy and Sons - Gas Station,Gas Station,"West Ashley, Florida",Debit Card,0,16
TXN_00001499,CUST_000106,43:32.3,62.31,Elliott Ltd - Gas Station,Gas Station,"Matthewberg, Louisiana",Mobile App,0,16
TXN_00003075,CUST_000286,56:33.1,283.92,Patel Group - Department Store,Department Store,"South Nicole, Utah",Credit Card,0,16
TXN_00003626,CUST_000014,58:33.4,162.54,Lucas and Sons - Pharmacy,Pharmacy,"Conwayberg, Maryland",Online Banking,0,16
TXN_00004507,CUST_000986,02:33.8,186.81,Odom-Garza - Department Store,Department Store,"Maciasbury, Vermont",Online Banking,0,17
TXN_00008445,CUST_000359,03:36.0,139,"Reynolds, Santiago and Lopez - Grocery",Grocery,"Lewisview, Florida",Online Banking,0,17
TXN_00001327,CUST_000077,12:32.2,57.36,Buchanan-Reynolds - Department Store,Department Store,"Stoneborough, West Virginia",Mobile App,0,17
TXN_00003407,CUST_000091,13:33.3,38.05,Williams Inc - Grocery,Grocery,"Port Matthewbury, Kansas",Debit Card,0,17
TXN_00000757,CUST_000967,14:31.9,68.03,"Herring, Martinez and Kirk - Restaurant",Restaurant,"South Toddmouth, California",Debit Card,0,17
TXN_00002164,CUST_000024,15:32.7,263.79,"Bryan, Gregory and Stewart - Hotel",Hotel,"East Barbaraborough, Arizona",Online Banking,0,17
TXN_00004156,CUST_000395,21:33.6,251.49,"Soto, Clark and Mcintyre - Airlines",Airlines,"West Kennethmouth, Mississippi",Mobile App,0,17
TXN_00009856,CUST_000668,30:36.7,132.59,Miller LLC - Online Shopping,Online Shopping,"New Blakemouth, Iowa",Online Banking,0,17
TXN_00009409,CUST_000184,32:36.5,172.71,Anderson Ltd - Pharmacy,Pharmacy,"Jacksonbury, California",Online Banking,0,17
TXN_00006009,CUST_000219,34:34.6,56.12,Wheeler Group - Gas Station,Gas Station,"South Linda, Oklahoma",Credit Card,0,17
TXN_00004932,CUST_000345,38:34.1,194.3,Carlson-Hawkins - ATM,ATM,"Port Michelle, Massachusetts",Online Banking,0,17
TXN_00001635,CUST_000948,39:32.4,203.11,Moore-Robles - Department Store,Department Store,"East Ashleybury, Nevada",Online Banking,0,17
TXN_00006437,CUST_000885,39:34.8,33.8,"Wilson, Haynes and Adams - Gas Station",Gas Station,"Port Denisestad, Arkansas",Credit Card,0,17
TXN_00000023,CUST_000603,51:31.6,1.53,"Wang, Schneider and Blair - Online Shopping",Online Shopping,"Weberland, Indiana",Credit Card,1,17
TXN_00002882,CUST_000656,54:33.0,206.52,"Boyle, Simmons and Sanders - Hotel",Hotel,"Martinezton, Idaho",Debit Card,0,17
TXN_00003259,CUST_000294,00:33.2,94.85,"Cooper, Johnson and Leonard - ATM",ATM,"Alexanderview, Missouri",Mobile App,0,18
TXN_00004564,CUST_000148,13:33.8,191.12,Carter-Vega - Pharmacy,Pharmacy,"East David, Delaware",Online Banking,0,18
TXN_00006734,CUST_000508,16:35.0,166.79,Page and Sons - Pharmacy,Pharmacy,"Port Daniel, Tennessee",Debit Card,0,18
TXN_00008503,CUST_000222,19:36.0,56.77,Brown-Summers - Department Store,Department Store,"East Jackmouth, New Hampshire",Debit Card,0,18
TXN_00002276,CUST_000505,25:32.8,203.4,King Ltd - Department Store,Department Store,"Briantown, Washington",Debit Card,0,18
TXN_00004271,CUST_000983,25:33.7,286.17,Harris Inc - Department Store,Department Store,"Pattersonfurt, Nevada",Online Banking,0,18
TXN_00002927,CUST_000865,32:33.1,121.76,Lewis Group - Airlines,Airlines,"Jenniferfort, Nevada",Debit Card,0,18
TXN_00004008,CUST_000221,34:33.6,45.55,Berry-Bush - Gas Station,Gas Station,"Tammyton, Massachusetts",Credit Card,0,18
TXN_00008345,CUST_000840,39:35.9,35.18,"Ray, Sims and Adkins - Restaurant",Restaurant,"Lake Crystalberg, Illinois",Debit Card,0,18
TXN_00000315,CUST_000240,40:31.7,198.83,"Chandler, Morris and Martinez - Grocery",Grocery,"Drewshire, Hawaii",Debit Card,0,18
TXN_00006554,CUST_000039,40:34.9,169.06,Cook-Green - Department Store,Department Store,"Lake Branditon, Iowa",Online Banking,0,18
TXN_00001156,CUST_000175,46:32.1,32.31,Rivera-Garcia - Restaurant,Restaurant,"North Katelynfort, Missouri",Credit Card,0,18
TXN_00008200,CUST_000730,50:35.8,198.05,Edwards Group - Online Shopping,Online Shopping,"Lake Anthonyport, North Dakota",Mobile App,0,18
TXN_00007733,CUST_000335,54:35.6,121.26,Hodges-Irwin - Hotel,Hotel,"West Matthew, Hawaii",Credit Card,0,18
TXN_00000039,CUST_000076,56:31.6,117.72,King-Allison - ATM,ATM,"North Michael, Maine",Credit Card,0,18
TXN_00000741,CUST_000493,57:31.9,66.87,"Wyatt, Patel and Hudson - Department Store",Department Store,"Port Deborahview, Kentucky",Debit Card,0,18
TXN_00006205,CUST_000063,02:34.7,72.98,"Wolf, Coleman and Brewer - Gas Station",Gas Station,"Port Edwardfort, Montana",Credit Card,0,19
TXN_00002895,CUST_000709,16:33.0,143.99,Ford-Swanson - ATM,ATM,"Coleshire, Missouri",Credit Card,0,19
TXN_00001605,CUST_000760,21:32.4,238.5,White LLC - Pharmacy,Pharmacy,"North Jennifer, Delaware",Credit Card,0,19
TXN_00001011,CUST_000675,47:32.0,107.45,Moore LLC - Grocery,Grocery,"Samanthamouth, Wyoming",Credit Card,0,19
TXN_00006067,CUST_000684,52:34.6,177.96,Vega-Bernard - Online Shopping,Online Shopping,"Michaelshire, West Virginia",Debit Card,0,19
TXN_00004533,CUST_000504,53:33.8,241.4,Jacobs-Fisher - Hotel,Hotel,"West Jessicaville, Virginia",Mobile App,0,19
TXN_00000990,CUST_000488,56:32.0,109.04,"Benitez, Martinez and Moore - Grocery",Grocery,"East Johnport, Connecticut",Mobile App,0,19
TXN_00006271,CUST_001000,00:34.7,43.53,"Smith, Perez and Becker - Online Shopping",Online Shopping,"South Hollyberg, North Carolina",Mobile App,0,20
TXN_00009911,CUST_000733,07:36.7,150.99,Murillo-Patterson - ATM,ATM,"North Shawnaport, Arizona",Debit Card,0,20
TXN_00009819,CUST_000811,11:36.6,100.65,Gonzalez Group - Restaurant,Restaurant,"North Toddshire, California",Mobile App,0,20
TXN_00003235,CUST_000173,17:33.2,16.16,Davis-Johnson - Restaurant,Restaurant,"Sullivanview, Indiana",Credit Card,0,20
TXN_00005359,CUST_000608,23:34.3,39.78,Baker-Perez - Restaurant,Restaurant,"Yoderport, New Hampshire",Credit Card,0,20
TXN_00006400,CUST_000263,23:34.8,26.99,Trevino PLC - Online Shopping,Online Shopping,"Wallacehaven, California",Credit Card,0,20
TXN_00009882,CUST_000730,24:36.7,125.37,Smith and Sons - Restaurant,Restaurant,"East Curtisbury, New York",Credit Card,0,20
TXN_00002363,CUST_000115,35:32.8,80.87,"Harris, Clark and Cook - Airlines",Airlines,"North Keith, Minnesota",Mobile App,0,20
TXN_00002323,CUST_000341,36:32.8,4351.61,Suspicious Merchant - Online Shopping,Restaurant,"North Jeffrey, Virginia",Debit Card,1,20
TXN_00006966,CUST_000370,40:35.0,181.58,Olsen LLC - Online Shopping,Online Shopping,"Jasminebury, Indiana",Credit Card,0,20
TXN_00007221,CUST_000946,52:35.2,174.3,Poole and Sons - ATM,ATM,"Carrilloton, South Carolina",Credit Card,0,20
TXN_00004379,CUST_000653,56:33.8,273.64,Ramsey-Cooper - Hotel,Hotel,"West Jasmine, Maine",Debit Card,0,20
TXN_00001371,CUST_000700,07:32.2,114.8,Willis LLC - Pharmacy,Pharmacy,"East Bradley, Rhode Island",Online Banking,0,21
TXN_00000303,CUST_000587,18:31.7,138.13,Brown PLC - Pharmacy,Pharmacy,"New Dennis, Massachusetts",Debit Card,0,21
TXN_00002561,CUST_000312,18:32.9,74.01,"Harris, Richardson and Rios - Gas Station",Gas Station,"Fisherhaven, Mississippi",Online Banking,0,21
TXN_00000020,CUST_000779,20:31.6,57.89,"Durham, Robinson and Shepherd - Hotel",Hotel,"North Derrickton, Georgia",Mobile App,0,21
TXN_00004820,CUST_000876,21:34.1,102.08,Davis-Mclean - Restaurant,Restaurant,"Douglasmouth, Oklahoma",Debit Card,0,21
TXN_00002430,CUST_000386,23:32.8,99.94,French-Nguyen - Restaurant,Restaurant,"South Darylburgh, Kansas",Online Banking,0,21
TXN_00009163,CUST_000208,31:36.4,129.89,Morales-Padilla - ATM,ATM,"North Melodyborough, Pennsylvania",Credit Card,0,21
TXN_00001953,CUST_000958,37:32.6,50.18,Zavala-Rodriguez - ATM,ATM,"Port Mikebury, Wyoming",Debit Card,0,21
TXN_00003004,CUST_000870,39:33.1,60.49,Kennedy-Rodriguez - Gas Station,Gas Station,"East Jennifer, Montana",Mobile App,0,21
TXN_00002481,CUST_000725,41:32.8,23.49,Hicks Ltd - Restaurant,Restaurant,"Elijahburgh, Illinois",Debit Card,0,21
TXN_00004623,CUST_000183,43:33.9,216.85,"Case, Alvarez and Aguilar - ATM",ATM,"Mccluremouth, Indiana",Credit Card,0,21
TXN_00006440,CUST_000121,53:34.8,114.61,"Hinton, Obrien and Welch - Grocery",Grocery,"Bradleystad, Kansas",Mobile App,0,21
TXN_00007702,CUST_000465,53:35.5,101.74,Brewer-Walker - Grocery,Grocery,"Port Tyler, Louisiana",Online Banking,0,21
TXN_00001850,CUST_000998,54:32.5,129.25,Warren-Jackson - Restaurant,Restaurant,"Billystad, Wyoming",Credit Card,0,21
TXN_00007778,CUST_000721,06:35.6,58.54,Butler-Kelley - ATM,ATM,"East Leon, Maryland",Mobile App,0,22
TXN_00007700,CUST_000221,08:35.5,260.9,"Taylor, Rice and Moore - Hotel",Hotel,"East Rebecca, New Jersey",Credit Card,0,22
TXN_00003818,CUST_000983,09:33.5,445.24,Garcia Ltd - Online Shopping,Online Shopping,"Maloneshire, Connecticut",Debit Card,0,22
TXN_00005225,CUST_000107,10:34.3,9.27,Brown Ltd - Restaurant,Restaurant,"South Katherine, Pennsylvania",Online Banking,1,22
